jp_name	cn_name_simp	cn_name_trad	count
巨大魔猪			1
巴御前（運営）			1
市民達	市民们	市民們	1
市民１			1
市民２			1
市民Ｅ			1
市民Ｆ			1
常連客の船乗り			1
帽子の男	戴帽子的男人	戴帽子的男人	1
幸運Ａ			1
幸運Ｄ			1
幸運Ｅ			1
幼なじみっぽいディノス	青梅竹马感的迪诺斯	青梅竹馬感的迪諾斯	1
店員の声			1
店頭モニターからの声			1
弓兵			1
影の如き女	如影之女	如影之女	1
徐福の声	方巿的声音	徐福的聲音	1
徐福（無視）			1
御者	车夫	車夫	1
徴弐（夢中）			1
怪しい埴輪			1
怪我した男	受伤的男人	受傷的男人	1
怪我人			1
怪物？	怪物？	怪物？	1
恐るべき神			1
悪い			1
悪霊	恶灵	惡靈	1
悪魔オリオン			1
愉快なキャスター			1
戦神二柱	戦神二柱		1
戻ったら既にいた蒼崎青子			1
技巧派カンガルー			1
折田さん？	折田同学？	折田同學？	1
挑発的な少女			1
捕食竜			1
敵兵			1
敵海賊	敌方海盗	敵方海盜	1
明るい声			1
最前列にいるヴリトラ			1
最前列にいる子供たち			1
最後尾の男			1
月笑騎士団・過激派たち	月笑骑士团·激进派们	月笑騎士團．激進派們	1
本能寺物産家臣			1
本音			1
李書文（カストロ？）			1
李書文（ポルクス？）			1
村の子供	村里的孩子	村裡的孩子	1
村の子供たち	村里的孩子们	村裡的孩子們	1
杖をついた少年	拄着拐杖的少年	拄著拐杖的少年	1
柳生但馬守（バニラとストロベリーＷ）			1
査定待ち一同			1
桂テスラ			1
構築部ＡＩ（ラニ＝Ｂ）	构筑部ＡＩ（拉妮－Ｂ）	構築部ＡＩ（拉妮＝Ｂ）	1
橋の途中でうずくまった子供	蹲在桥上的孩子	蹲在橋上的孩子	1
機械人形			1
機械化兵団・親衛隊	机械化军团·亲卫队	機械化軍團．親衛隊	1
歌人			1
歌舞伎動戦士ザンザブロー			1
歓喜するディノスたち	欣喜若狂的迪诺斯们	欣喜若狂的迪諾斯們	1
武則天（呑気）			1
武田兵			1
武田騎馬隊			1
武者	武者	武者	1
殺戮猟兵	杀戮猎兵	殺戮獵兵	1
氏族の兵士たち	氏族的士兵们	氏族的士兵們	1
民衆			1
気味の悪い何か	某种诡异的存在	某種詭異的存在	1
水夫Ａ	水手A	水手A	1
水夫Ｂ	水手B	水手B	1
水怪たち			1
水着新選組海賊アン			1
水着新選組隊士たち			1
水着新選組隊長 沖田総司			1
氷の魚			1
沖田ちゃん			1
海賊スタッフ	海盗工作人员	海盜工作人員	1
海賊達	海盗们	海盜們	1
淋しそうだったディノス	刚才还很落寞的迪诺斯	剛才還很落寞的迪諾斯	1
淋しそうなディノス	落寞的迪诺斯	落寞的迪諾斯	1
深淵の聖母			1
清姫（伏兵）	清姬（伏兵）	清姬（伏兵）	1
清少納言（ボンクラＡ）			1
清少納言（聞いてない）			1
湯煙のパパ			1
源頼光の声	源赖光的声音	源賴光的聲音	1
漂流者	漂流者	漂流者	1
無名の人間たち	无名的人们	無名的人們	1
熱くなった客			1
燕青（代表代理）			1
父らしき男			1
牛若？	牛若？	牛若？	1
独裁官と劇作家			1
猫	猫	貓	1
獅子（と紳士）			1
獣たち	兽群	獸群	1
獣人店員			1
玉座の衛士	玉座的卫士	玉座的衛士	1
王の愛馬ドゥン・スタリオン			1
王の愛馬ラムレイ			1
生徒たち	学生们	學生們	1
甲斐の兵たち			1
男性客			1
男達	男人们	男人們	1
男Ｃ			1
男Ｄ			1
町同心			1
画面端の怪紳士	画面角落的怪绅士	畫面角落的怪紳士	1
病人			1
白虎？			1
皇帝	皇帝	皇帝	1
盗賊ｓ			1
監視機械Ｂ	监视机械Ｂ	監視機械Ｂ	1
監視機械Ｃ	监视机械Ｃ	監視機械Ｃ	1
監視機械Ｄ	监视机械Ｄ	監視機械Ｄ	1
目が覚めた女の子			1
盾槍を背負った雀			1
知らない女の子？			1
研究員Ｃ	研究员C	研究員C	1
神兵たち	神兵们	神兵們	1
神父服の男	身穿神父服的男人	身穿神父服的男人	1
祭壇にひとり立たされているニトクリス	被拥上祭坛独自站着的尼托克丽丝	被擁上祭壇獨自站著的尼托克里絲	1
秘書官	秘书官	秘書官	1
移送部ＡＩ	转运部ＡＩ	轉運部ＡＩ	1
突然の清姫	突然出现的清姬	突然出現的清姬	1
立て札	告示牌		1
立て看板			1
競馬ゲームの実況音声			1
精悍な青年の声	精悍青年的声音	精悍青年的聲音	1
紫式部（何も知らない香子さん）			1
紫式部（沈痛）			1
紳士と獅子とマシュ			1
紳士合体プリズマ☆ジェントル	绅士合体魔法☆绅士	紳士合體魔法☆紳士	1
紳士（と獅子）			1
結婚相手			1
絵描き海賊	画师海盗	畫師海盜	1
維新博士・李書文			1
縛られたモルガン兵	被绑起来的摩根士兵	被綁起來的摩根軍士兵	1
織田信長・ネロ			1
罪兵士たち	罪兵们		1
羊たち			1
羽織姿の男			1
老ジャイルズ《食屍鬼》	老吉尔斯《食尸鬼》	老吉爾斯《食屍鬼》	1
背中にコブのある動物			1
胤舜（知らない）			1
胴元			1
自由を選んだＡＩたち	选择了自由的ＡＩ们	選擇了自由的ＡＩ們	1
舎人の精鋭たち	近侍的精锐们	近侍的精銳們	1
良い子たち			1
艶やかな少女	娇艳的少女	嬌豔的少女	1
花魁付きの禿？	陪伴花魁的禿童？	陪伴花魁的禿童？	1
若い牙の氏族Ａ	年轻的牙之氏族A	年輕的牙之氏族A	1
若い牙の氏族Ｂ	年轻的牙之氏族B	年輕的牙之氏族B	1
若旦那？			1
荒くれ者			1
葛飾北斎（代表代理）			1
蒼崎青子以外			1
蘭丸Ｘみたいな蘭丸			1
蘭丸Ｘみたいな蘭丸みたいな何か			1
蘭陵王（沈痛）			1
虞美人×２			1
虞美人（かなぁ）			1
虞美人（きっとそうだ）			1
虞美人（こちらもおかしい）			1
虞美人（たぶん）			1
虞美人（だと思うのだけど）			1
虞美人（何かおかしい）			1
虞美人（遊んでいる）			1
虞美人（？）			1
蠱惑的な少年			1
血まみれの騎士			1
衆合地獄	众合地狱	眾合地獄	1
見張りの妖精たち	看守的妖精们	看守的妖精們	1
見張り役水夫	望风的水手	望風的水手	1
見物していた観光客Ａ			1
見物していた観光客Ｂ			1
見覚えのある店員			1
親子？			1
親族Ｃ			1
親衛隊キレーちゃん			1
訓練中の兵士	训练中的士兵	訓練中的士兵	1
証言者Ｄ	证人D	證人D	1
話を聞かない客			1
該当者			1
誇りに満ちた声	充满骄傲的声音	充滿驕傲的聲音	1
誰かの声			1
謎のヒロインＸ			1
謎の兵士たち	谜之士兵们	謎之士兵們	1
謎の怪異			1
謎の怪盗			1
謎の教授			1
謎の象	神秘的大象	神秘的大象	1
謎の鎧			1
警備員ＡＢ			1
警官たち	警官们	警官們	1
警官Ａ	警官A	警官A	1
警官Ｂ	警官B	警官B	1
護衛のオセロトル	奥塞洛特尔护卫	奧塞洛特爾護衛	1
護衛スタッフＢ			1
豪腕派カンガルー			1
貧乏くじのふたり	抽中下下签的两人	抽中下下籤的兩人	1
貴族	贵族	貴族	1
買ったばかりの人形			1
超合金			1
転売ヤー			1
農夫Ａ、農婦Ａ、少年	农夫A、农妇A、少年	農夫A、農婦A、少年	1
迅速のマクール	迅速之马库尔	百貌的哈桑	1
近付いてくるアーユスの声	逐渐接近的阿愈丝的声音	逐漸接近的阿愈絲的聲音	1
逃げ惑うサークル参加者Ａ			1
逃げ惑うサークル参加者Ｂ			1
逃げ惑うサークル参加者Ｃ			1
通りすがりのギャンブラー			1
通りすがりの人間			1
通信機			1
邪馬台国の亡霊			1
配信視聴中の観客Ａ			1
配信視聴中の観客Ｂ			1
酒呑？			1
重なり合った囁き声			1
重装神剣組隊士			1
量産型コロンブス×３			1
量産型コロンブスたち			1
量産型ダーオカ			1
銀河冒険野郎たち			1
銀騎士	银骑士	銀騎士	1
銃器をいじるディノスＢ	摆弄枪械的迪诺斯B	擺弄槍械的迪諾斯B	1
鍋のハサン			1
闘士ディノス	斗士迪诺斯	鬥士迪諾斯	1
陽炎太夫？	阳炎太夫？	陽炎太夫？	1
雀（初江）			1
雀（平等）			1
雀（泰山）			1
雀（都市）			1
集まっているディノスたち	齐聚一堂的迪诺斯们	齊聚一堂的迪諾斯們	1
集まっている動物たち			1
集落の大人			1
露天商Ａ			1
露天商Ｂ			1
露天商Ｃ			1
静かな亀			1
靴屋の妖精	鞋匠妖精	鞋匠妖精	1
音響アシスタント			1
頼光の愛馬・京極			1
颯爽登場	飒爽登场	颯爽登場	1
食屍鬼	食尸鬼	食屍鬼	1
騎士たちの話	骑士们的对话	騎士們的對話	1
騎士Ｂ	骑士B	騎士B	1
高千穂の白き大蛇			1
髭黒（天使）			1
髭黒（悪魔）			1
鬼と髭			1
魔人アーチャー？			1
魔人チェーンソーガール			1
魔像	魔像	魔像	1
魔性の獣			1
魔本	魔书	魔書	1
魔物の影	魔物之影	魔物之影	1
魔物達	魔物们	魔物們	1
魔猿たち			1
魔獣アワリティア			1
魔獣バルバトス			1
魔王軍武者			1
魔術師たち	魔术师们	魔術師們	1
魔セイバー	魔剑士	魔Saber	1
魚？	鱼？	魚？	1
鶏			1
麻婆豆腐			1
黄飛虎（知り合い）			1
黒いなにか	某种黑色的存在	某種黑色的存在	1
黒い獣人達			1
黒服	侍者	黑服侍者	1
黒縄地獄	黑绳地狱	黑繩地獄	1
黒鍵で縫い止められたカード			1
黒髭と眼鏡			1
黒髭（ボンクラＢ）			1
黒髭（二等水兵）			1
黒髭（元船長）			1
黒髭（巻き込まれ事故）			1
黒髭（後方作者面）			1
黒髭（恥ずかしくて振り返らない）			1
黒髭（正座中）			1
黒髭（２１０ｃｍ）			1
５人			1
？？？たち	？？？们	？？？們	1
Ｄ	Ｄ		1
ＳＯＳ号			1
Ｖ・ＶＲ・ＴＯＭＯＥ			1
Ｘ（凍結中）	X（冻结中）	X（凍結中）	1
